reviewId,review,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appId,company,year,rating,clean_review,clean_review_len
gp:AOqpTOFcU07Is448rzFoPNQ8QtjBAuOm5NVuKB_DNi7SfBN0akjE4evARKHdL5YibOWdSeJYAK3FU2rqo9EBXQ,Unable to add second policy. Mailed the details seperately. Answer awaited.,4,0,4.9,2019-10-31 11:59:24,,,com.ba.cp.controller,bajaj_allianz,2019,0,unable add second policy mail detail seperately answer await,9
gp:AOqpTOHEs4lZlDPfpMrGi1F1YSTBknFmanWvfCsvjSDCpGzAlR00AonZHr7xYb6bp2fSUMkDxII62tkTEWkzYw,One of the looters insurance company..added maternity charges at 60 years.. no response.. fraud,1,0,2.0.29,2021-05-06 13:16:35,"Dear Rajat, we're sorry to hear this. Request you to share your registered phone number and email ID at iltakecare@icicilombard.com. We will get in touch with you and assist you further. Thanks!",2021-05-07 19:05:21,icici.lombard.ghi,icici_lombard,2021,1,one looter companyadde maternity charge year no response fraud,9
gp:AOqpTOHrg9xJdtqb1z6xlBSiquTgDlEeqllXPlEAjIF9QTGqPpzN2qXMaaPb0qZSj55VkavYenEKJImc8hSWmDE,Most Pathetic app I ever used,1,0,7.6,2021-03-06 20:10:41,,,com.pms.activity,hdfc_ergo,2021,1,app ever use,3
gp:AOqpTOGnLntIuphh3q_lmFoTmt5sOtjpvq0pDDBT06NpWQnBImy1YtsHPQ2EJx-ufIz5GvJoj_Ywud7LFZYy3h8,What rubbish . We cant contact acko person . How can we trust you it always show we will contact you shortly from last 1 day. But i did not get sell person call yet.,1,0,3.1.2,2021-04-30 18:56:46,"Hi,

We regret the delay here and will certainly get this checked. Kindly write to us at techsupport@acko.com regarding your concern along with your contact number so that our team can address this further.

Regards,
Team ACKO",2021-04-30 19:19:27,com.acko.android,acko,2021,1,rubbish ca nt contact person trust always show contact shortly last day not get sell person call yet,18
gp:AOqpTOGsn9WsjvsHcv3QVZKoLc2kDJVyTGWRaAVrTJwO1Zr5Ks40HXV5kduZlmAcTbcCLhVjhhj9LiyKXJ6dQK0,Facing problems with app opening,2,0,7.10,2021-06-12 14:50:58,"Hi Ashvanth Srigadhi, We are sorry for the inconvenience caused.
Please share the issue faced by you at ""contactsupport@hdfcergo.com"" along with you're registered contact details. We will fix it and update you.

Take it easy! :)",2021-06-14 12:12:09,com.pms.activity,hdfc_ergo,2021,1,face problem app opening,4
gp:AOqpTOGtB52ceraJuP9EQMbP0gyA2NTixufg1bHIHs5lKfPjQkZ0MM5tAiDm6_mreKM3W5TJxzLwi2a74-aTLkM,"Don't buy insurance from HDFC ergo, they will rejected your claim for silly reasons.",1,0,7.12,2021-08-17 23:26:55,"Hi Dharamveer Singh, We deeply regret this unpleasant experience you have. However, going forward rest assured that this won't repeat.

Hence, We request you to write your concern to us at ""contactsupport@hdfcergo.com"". Our team will be happy to assist you.

Take it easy! :)",2021-08-18 10:05:38,com.pms.activity,hdfc_ergo,2021,1,not buy reject claim silly reason,6
gp:AOqpTOEm1B2yT99evSH0msaj6VpoZ0Sk-G4iKvdeLYlb6PG0O365zfr4mDs3Gmpa_9-IUwzpbjabc9_sZHKwOGc,Excellent function and hassle free excess,5,0,6.5,2020-05-10 11:10:41,"Hi Bobby , Thank you for the feedback on our app. We work towards the best customer experience and request your continuous support in our future endeavors. Take it easy! :)",2020-05-12 10:54:43,com.pms.activity,hdfc_ergo,2020,0,function hassle free excess,4
gp:AOqpTOH9G4bmmlBpE9K48L04NsccGz09dZUhpgZrVfXfX4f_ZZiYaIXu-d9qQO65KOvTed_6Mt_RG8vLxjmgoIE,Loading and loading and loading....….............…,1,0,7.7,2021-03-20 13:20:47,,,com.pms.activity,hdfc_ergo,2021,1,loading loading load,3
gp:AOqpTOHDQtt_l8NUDSymwlrGsUv7ud-H_0kCSxauOdw6Vh4M42CwF1wllz1UBmVK4SYI_QFvwSQk5D7c6PUVAg,"Pathetic app and service , they don't give a damn about existing customers . Tried downloading my policy but it doesn't even open , I even tried to call customer care but they keep on forwarding call to god knows where . Wouldn't recommend using it tbh.",1,47,15.7,2021-08-05 14:21:47,,,com.ba.cp.controller,bajaj_allianz,2021,1,app service not give damn exist customer try download policy not even open even try call customer care keep forward call god know would not recommend use tbh,28
gp:AOqpTOGP-9ODw3sE4D5nJ7PSy73DFtVs82RnXlKYD5VMClZx1AhXcleDE7Gq59PPJNIJLuActpCRzpbr2Hy01g,Very bad E cards disappear policy details disappear Update policy says policy already exist Uninstall - reinstall all failures,1,0,5.7,2020-01-10 01:06:53,We regret the inconvenience you had to face. For better assistance please share your information with bagichelp@bajajallianz.co.in. We will be happy to assist you.,2020-01-13 06:31:47,com.ba.cp.controller,bajaj_allianz,2020,1,e card disappear policy detail disappear update policy say policy already exist uninstall reinstall failure,15
gp:AOqpTOHIO30FvoB35XBo5jn_ZhC18MuwwznZwXfyIAJFezpnnxMtWum47zLSH7XwPBA364sIyDKxiJgxeJnX_rk,It is absolutely impossible to register a claim. In each step there is one bug or the other. Same goes for iphone app and web self service.,1,0,7.6,2021-03-13 01:51:15,,,com.pms.activity,hdfc_ergo,2021,1,absolutely impossible register claim step one bug go iphone app web self service,13
gp:AOqpTOGvXqINUKjtczBQ1Es_1c0mdTnjDwEMSKQ7gImYMudnZwgltk-QImrNP7X2MDGXnzxSK182824LrAymKg,Lovely and user friendly apps ever,5,0,14.1,2021-04-24 09:58:37,"Thank you so much. 
Your feedback is valuable..!",2018-01-18 11:38:07,com.ba.cp.controller,bajaj_allianz,2021,0,lovely user friendly app ever,5
gp:AOqpTOGQJBPX1uPQeH0nQRwzpXEg45nlAtdHdh8b5M3EDs6P_HOssr2j3H5rgy_m1K5pPDKB6bnJ2T0fE7mAHh0,Error and Worst app Now Apollo Munich health Insurance became Hdfc Ergo Health insurance but I have policy with Apollo Munich health which policy not linked with this aap. Whatsapp support not responding with any message. I will not renew my policy next year.,1,0,7.2,2020-12-25 20:59:23,,,com.pms.activity,hdfc_ergo,2020,1,error app health become health policy health policy not link aap whatsapp support not respond message not renew policy next year,21
gp:AOqpTOHpez4Q9iAyC03S8QlKmevHohsymacCnioo07Iu4AuZ0RFxDCvKHjYVawrA3EcdTdI1aISVmF54Z6wBCA,Very helpfull to track your health... specially reminders are very helpful..,5,1,1.1.2,2020-08-06 17:16:42,"Dear Akash, thanks for your feedback and we value your appreciation.",2020-08-07 09:19:27,icici.lombard.ghi,icici_lombard,2020,0,helpfull track health specially reminder helpful,6
gp:AOqpTOFvpPQxVe8gBU8IYzb7mrJ411Tt5DAFMFryYOsniqtD8LSqg4fcw87RH0B0x8O7cUUCTMvanKDK3bzvaQ,It will be good if edit option is given for rejected claim to make revised request. Else for one missing document or a small error we have to again start from scratch.,5,3,2.0.37,2021-07-14 15:58:52,"Dear Subuddhi, Thanks for the feedback. Our team is constantly working on making your experience better. Till then we would like you to explore the other features available in the app.",2021-07-14 18:53:07,icici.lombard.ghi,icici_lombard,2021,0,edit option give reject claim make revise request else one miss document small error start scratch,16
gp:AOqpTOFx5QNyAvcIn93J1Bn89Th873zpwsqdheIZRx7vvvgiA7G7TgXtVTsLtfxUwEdKW7MPOJ1cflT_GsSsYw,Very friendly app and very usefull,5,0,1.1.2,2020-08-06 18:51:54,"Dear Abdul, we value your appreciation. We strive to make the app more user friendly.",2021-01-21 17:54:00,icici.lombard.ghi,icici_lombard,2020,0,friendly app usefull,3
gp:AOqpTOEgN1vx-gsltcMiJO13wJ0xR8psxXFJcyTjg994SB2sFdlHPoHqWs7_Cdm6bvtLSxSOCyr9eglCI3Tnl3w,Need more user friendly GUI,4,0,7.3,2021-01-31 21:59:45,"Hi Sir/Ma'am, Thank you for your suggestions for our app. We appreciate your response and will forward your suggestion to the concerned team.

Take it easy! :)",2021-02-01 09:59:32,com.pms.activity,hdfc_ergo,2021,0,need user friendly gui,4
gp:AOqpTOH-7veRhF_7YAoWkG9jm_1YD1TFsqNgwg42paDtElQdnh3qeoiAYALZ_ADvikbb84oqQhwZkbBquPOTng,After update not able to login every time app close with a bug. Not able to view my policy number.,1,1,2.0.2,2020-09-22 08:41:06,"Dear Ankur Sharma, We apologise for the unpleasant experience. Request you to share your registered email ID and phone number on iltakecare@icicilombard.com so that we can help resolve the issue.",2020-09-22 15:28:18,icici.lombard.ghi,icici_lombard,2020,1,update not able login every time app close bug not able view policy number,14
gp:AOqpTOHbYft7U3l2_bFg9Gcz8YaOcjXpwgI9GTcGgrpCQmSbMVWwAVz3L7iX13VgL3cHeqnt8_NYr9u26WdkYw,Please enable reports sharing option with the doctor,5,0,1.1.6,2020-08-31 16:33:13,"Dear Ashish, We apologise for the unpleasant experience. Please help us understand the issue in detail on iltakecare@icicilombard.com.",2020-08-31 19:08:18,icici.lombard.ghi,icici_lombard,2020,0,please enable report sharing option doctor,6
gp:AOqpTOHLaGz1OcyxPExTR_WJPPEAkG1NFgtgxtc0JYA-8ooxBOJpSsQjXOn_h5IH1lDfSyNB1HG1OgII3HnQSA,No OPD claim option but the icici team has stopped accepting claim via email and insisting to do it on App which I am happy to do but the option itself is missing in the app. I have already contacted amd shared the screenshots.,1,0,2.0.39,2021-07-28 01:30:42,"Dear Praveen, we apologize for the inconvenience you had to face. We request you to share your claim number or policy number along with contact details at iltakecare@icicilombard.com. Our team will look into the matter. Thanks!",2021-07-28 16:48:01,icici.lombard.ghi,icici_lombard,2021,1,no opd claim option team stop accept claim via email insist app happy option miss app already contact amd share screenshot,21
gp:AOqpTOFZ_EJmBgbBQyNnI2wABX7MhV7XG0xkPYPskXyYbv5jT0QPaYXeVxK5512Lll8EkrBEUJB3KAtGm2jR0qI,Had faced a lot of prblm with claiming of insurance... Never ever get an acko insurance. Worst management.,1,0,3.1.5,2021-06-02 14:02:45,"Hi Srikanth,

We regret the experience and would like to help. Kindly write to us at techsupport@acko.com regarding the same along with your contact number so that our team can assist you better.

Regards,
Team ACKO",2021-06-02 14:53:32,com.acko.android,acko,2021,1,face lot prblm claim never ever get management,8
gp:AOqpTOEsAYzO_ZIVBNLFpB-BPBaFHO0L8THHlR5x86gGGpJ0NKwpoMm0JuShLfAlUAiyQRY-Pdm1s3lCMuBFAAw,Its a patience test app which we can't recommend...thanks to hdfc ergo,1,0,7.9,2021-05-08 08:42:04,"Hi Rohan gupta, We are sorry for the inconvenience caused.

We have fixed the issue; but still, if you face some issue, we request you to write them to us on ""contactsupport@hdfcergo.com"" with your contact details so that we can provide a seamless experience to you in future.

Take it easy! :)",2021-05-10 11:51:09,com.pms.activity,hdfc_ergo,2021,1,patience test app not recommendthank,5
gp:AOqpTOF4cL2cbS8UQ_RBSujKd_791Jjbpzc8VflAAva9ylC-AOlH8wCL2495JKtrn0Le0okKhR05XlM5Y8R20wo,Easy to use! I was able to get insurance within 5 mins ✌🏼,5,1,2.0.3,2020-09-13 20:14:02,"Hello Pavan, We are glad to know that you found our app to be quick and easy to use. Happy Ackoing! Regards, Team Acko",2020-09-13 20:33:39,com.acko.android,acko,2020,0,easy use able get within min victory hand mediumlight skin tone,11
gp:AOqpTOEFcHTv83MflENJH2iCeHlkDd7Evet5Udl4Xo3o_IEQMMgLga7eipFzYONkGxBM_FqEbejDPEQcaeta12w,"Wont recommend it, used for the bike insurance. In a normal insurance done via showroom, it's their responsibility for coordinating with insurance guy for claim review, start repair and claim settlement. But in acko, it's you who's responsible for coordinating with both the parties. And you are already in pain because of the injury, it is terrible. Also their customer support is terrible.",1,13,2.1.12,2021-02-01 12:50:35,"Hello Munish,

We regret this inconvenience. Kindly write to us at hello@acko.com regarding your concern along with your contact number so that our team can connect and assist you further.

Regards,
Team ACKO",2021-02-01 13:28:14,com.acko.android,acko,2021,1,wo nt recommend use bike normal via showroom responsibility coordinate guy claim review start repair claim settlement responsible coordinate party already pain injury terrible also customer support terrible,28
gp:AOqpTOGAlKS37gmz_zv5mu7h7qVWb40jESMrlhKZqZaJ-ZxypYqZpNkLJObEdwtj6xytig-a6hFwWzFbFVYd-DA,"Horrible app. The app never loads properly, with most of the information missing all the time. The only way to login for a user is via mobile app and the experience is terrible to say to least. Dear HDFC team, If you are promoting mobile app as the only way to view policy details then please make sure that it works properly. Now don't reply with 'take it easy' template response for the sake of responding.",1,10,7.10,2021-06-27 14:47:12,"Hi Thomas Mathew, We are sorry for the inconvenience caused.
Please share the issue faced by you at ""contactsupport@hdfcergo.com"" along with you're registered contact details. We will fix it and update you.

Take it easy! :)",2021-06-28 10:51:43,com.pms.activity,hdfc_ergo,2021,1,horrible app app never load properly information miss time way login user via mobile app experience terrible say least dear team promote mobile app way view policy detail please make sure work properly not reply take easy template response sake respond,41
gp:AOqpTOFoQnbK03kZ_IxFC-gMkD-Aj3O4bowruX0DMr9bXTKn4NgkkeDP_NciXfHT5X9MbUxBj4s2e_PvRDyNlA,"Recently, this app helped me in renewing my car insurance. Must say thanks to this app....",5,1,,2021-01-18 17:33:58,"Dear Afraj, Thank you so much for your valuable feedback.

",2021-01-19 18:34:57,icici.lombard.ghi,icici_lombard,2021,0,recently app help renew car must say thank app,9
gp:AOqpTOG_inw9T62kEXpanRV5W9L-W1qtPx5OiDo7FqpUJduiKp7cRNmo_Ufhian1hv3iufvCEUIkEsDB_KQ2ww,Can not uploaded my vehicle photo and no user friendly,1,0,6.0,2020-03-06 08:55:22,"We apologise for the difficulties you experienced while registering with us. If you would like some assistance or additional information, please contact us via bagichelp@bajajallianz.co.in and we will be happy to help you further.",2020-03-07 17:39:41,com.ba.cp.controller,bajaj_allianz,2020,1,not upload vehicle photo no user friendly,7
gp:AOqpTOHykq4CYoFUP19V-BYKxhdA4iRK-QMS08V3G1U-9uFvttA5joDizgmv5A_LJ-fBAMXw8fQvZ--i9kSfTUY,Very bad Loading Loading Loading..........,1,0,7.8,2021-04-13 15:57:37,"Hi Sandeep Kumar, We are sorry for the inconvenience caused.
Please share the issue faced by you at ""contactsupport@hdfcergo.com"" along with you're registered contact details. We will fix it and update you.

Take it easy! :)",2021-04-23 16:08:33,com.pms.activity,hdfc_ergo,2021,1,loading loading loading,3
gp:AOqpTOFDr7w0Ja7Ei_fI948crnlVma61nGrJiR2RGgBAkex7wp0jBtkMBdgZKNObxkJTgOpsiGIUFZo1WXaV4JY,jio mobile number is not accepted while signing up for new log in registration,1,0,4.9,2019-03-06 13:10:41,"Hi James Chacko, We apologize for the inconvenience caused.

The issue will be resolved soon, and you will be updated as soon as it's done. We are assuring you of our best services at all times.

Take it easy! :)",2019-03-27 13:14:00,com.pms.activity,hdfc_ergo,2019,1,jio mobile number not accept sign new log registration,9
gp:AOqpTOFVkmGv9FDGW4U83CgrIvrY4ov6xlC8qDTkqqRtLGzVU39pdI-MTXUbG0TvPbqLrQxDp7a2FVrt2Ds9NQ,App is user freindly giving comprehensive information.,5,0,14.8,2021-05-28 14:12:56,,,com.ba.cp.controller,bajaj_allianz,2021,0,app user freindly give comprehensive information,6
gp:AOqpTOEP61Hy1JlFyGRQ9zse6q2iKRxHewF8EDHOMKzc41XF23zYTq_Y8x3Gq0s3F5W3yudngxf14KED8abIFg,Nice application easy to use,5,0,4.1,2019-09-24 17:57:01,,,com.ba.cp.controller,bajaj_allianz,2019,0,app easy use,3
gp:AOqpTOF1PlrJZ26h40mXmAwKZpa4nj2QLPq1dE4wxNb4q3ErJT-GQG8f5XDt5CQnrw7SbLYPF4866GY296Jj5A,"While raising new claim, it's throwing out of the application process at the time of uploading documents.",1,0,2.0.31,2021-05-21 17:40:01,"Dear Chetan, we apologize for the inconvenience you had to face. Please upload the document within the specified limit of 10MB. Please connect with us at iltakecare@icicilombard.com for any other issues. Our team will look into the matter. Thanks!",2021-05-22 21:30:56,icici.lombard.ghi,icici_lombard,2021,1,raise new claim throw app process time upload document,9
gp:AOqpTOEwo2enkZ9RLopkcavR7y7z8Rus1FnsFV1EqPwSg6HGASo2FGUi6PbLhvxv8r8M2AdXQKIRInw1GdEzLg,"If you really think you can reply me here and just giving me a email id to put mail, so that i have already done but at morning time 10:36am you give me SR ID : 713278 and your mail told me that your representative will call me shortly. A day has gone and their is no call by your side. So when i will realease from this unnessary headace. Please resolve this issue or refund my money or i will go to consumer court. Tomorrow i will wait till 2:00 P.M. or be ready to face the consequences.",1,0,9.5,2020-09-17 21:52:19,We regret the inconvenience you had to face. For better assistance please share your information with bagichelp@bajajallianz.co.in. We will be happy to assist you.,2020-09-17 21:34:58,com.ba.cp.controller,bajaj_allianz,2020,1,really think reply give email put mail already morning time happy face smileyam give sr mail tell representative call shortly day go no call side realease unnessary headace please resolve issue refund money go consumer court tomorrow wait till pm ready face consequence,43
gp:AOqpTOGZ-yS45F9agLh0tFhREE2uF5OLxj9dsRsXw9XMJ8zd-R_L_EM7QmO7FrhgTUML4soqHJtRahAmyo7DVQ,"I am an employee of Automobile company and having corporate insurance, trying to get the supporting documents uploaded in form of PDF, but the app is not supporting the to upload the PDF. Practically not possible to upload 41 photos [form + bills + reports], not at all a user friendly app. Bugs Needs to be fixed.",1,11,2.0.19,2021-02-16 11:59:53,"Dear Kapil, we apologize for the inconvenience you had to face. Please upload the document within the specified limit of 10MB. Please connect with us at iltakecare@icicilombard.com for any other issues. Our team will look into the matter. Thanks!",2021-02-16 15:31:25,icici.lombard.ghi,icici_lombard,2021,1,employee automobile company corporate try get support document upload form pdf app not support upload pdf practically not possible upload photo [ form bill report ] not user friendly app bug need fix,33
gp:AOqpTOGG4lznr4x7IfQi1b6H_KTdgAi896Hr3DMakTwHmQb6h_XPrT7PAPDLLJ7GISkh3KIXw6rN-Mr0MQFCN7U,Acko very easy to buy your policy with reasonable price. Loved it,4,1,2.0.3,2020-09-20 16:17:53,"Hello Amarender, We are pleased to know that you are happy with your experience with us. Regards, Team ACKO",2020-09-20 16:54:17,com.acko.android,acko,2020,0,easy buy policy reasonable price love,6
gp:AOqpTOEeplPJ7d44O8S-y1-0QhY0snKyVPAyVMr7lgWZ-nZ6qBBUFjREZZ3qrpgQB7RtFSTOtK3odgjaFb_8-A,Not working.... at the time of open app and go to drive option then app is auto close . i also uninstalled the app and again install but again repeated .,1,2,7.7,2020-05-15 08:37:30,Could you please be a little more specific about what is not working? Please contact us at bagichelp@bajajallianz.co.in.,2020-05-15 08:17:44,com.ba.cp.controller,bajaj_allianz,2020,1,not work time open app go drive option app auto close also uninstalle app install repeat,16
gp:AOqpTOEHOeZh74sjnV2_HWyLgmLjRwlT8BWdMLZAXS67GWRvvphf3hS08kVo0QCeO09EJkS9kLQaoef2Ug1xnQ,Another insurer information is attached to my account. Not sure how Personal Information are protected in Bajaj Insurance.,1,0,14.1,2021-04-23 21:20:35,,,com.ba.cp.controller,bajaj_allianz,2021,1,another insurer information attach account not sure personal information protect,10
gp:AOqpTOGWHMNVjxU3kZkx59dqIw8f9kydCfnEJq-A4o4d2NA2U8RUy8vH6hPyGzQu21xoHmQIQdZJWjyi0cxPgKQ,Very Slow and not working. Finally uninstalled.,1,0,6.7,2021-03-02 19:36:38,,,com.pms.activity,hdfc_ergo,2021,1,slow not work finally uninstalle,5
gp:AOqpTOGVsI_gGRLdHaFhXEe7rqTee13tAWdeqx3irMevGdLsUAvqkeZK91ZlYBS6foUMJP0HKd5lKvpQ-qSfFI4,I have insurance policy from 2 years but they are not sending me the hard copy of insurance policy and orginal card and agent told me that company has stopped giving hard copy of insurance policy and orginal card.,1,0,,2021-03-30 16:55:53,,,com.pms.activity,hdfc_ergo,2021,1,policy year not send hard copy policy orginal card agent tell company stop give hard copy policy orginal card,19
gp:AOqpTOEpfLh7ZOKiKxZ2Jb9nzaifxhHpEKYki3TvJ0mHGMJ1SkemwjsPouZdaajo6lcynG-oVf_BzSizEbCdXQ,Loved this app.... The features are amazing 😍😍😍,5,0,1.1.2,2020-07-27 14:04:27,"Dear Anima, thanks for your feedback and we value your appreciation.",2020-07-29 11:27:08,icici.lombard.ghi,icici_lombard,2020,0,love app feature amazing smile face hearteye smile face hearteye smile face hearteye,13
gp:AOqpTOHWTKd9hutzGN-K5UrCAaFXVBVuuYf3MPqULIcXPxjdaWd4Ofeak61hc8S03_r6WLTiU63n9blJRUj6Qog,After entering mob no. didnt fetched any data as i have the apollo munich policy which now changed to hdfc. Kindly provide guidelines to do the same.,1,0,7.1,2020-11-25 20:25:22,"Hi Jayesh Lombar, We apologize for the inconvenience caused. We will look into this. The issue will be resolved soon, and you will be updated as soon as it's done. We are assuring you of our best services at all times. Take it easy! :)",2020-11-26 10:48:48,com.pms.activity,hdfc_ergo,2020,1,enter mob no nt fetch datum policy change kindly provide guideline,11
gp:AOqpTOHLqdKuN0KBJhfggcI4neAr5oomKxpMAC7QwtAEu26HFSpQegJ67K8Ctzat9bExEcoOpexlADalpAByYLk,No option to remove expired policy .... App s keep showing old expired policy,1,0,,2021-04-13 00:23:09,"Please download the latest version of our app. That will surely solve your issue. For any further assistance, just drop in a mail at techsupport@acko.com and our team will help you.",2021-07-14 16:42:29,com.acko.android,acko,2021,1,no option remove expired policy app keep show old expired policy,11
gp:AOqpTOGVD_2OkkDT4xPuP5JnGIPURNDAhXtF1uJKtQWZOboMWxE2n3FxgXeIkSONzWQzvHAgvlVr7OU_oniac2Y,The acko people are least bothered to call back even on several request for buying a new policy. I think they just don't want new business and also happy to lose old customer's,1,4,3.1.1,2021-04-09 14:44:28,"Hello Nishant,

We would like to help you with this. Kindly write to us at techsupport@acko.com regarding your concern along with your contact number so that our team can assist you better.

Regards,
Team ACKO",2021-04-09 14:51:38,com.acko.android,acko,2021,1,people least bother call back even several request buy new policy think not want new business also happy lose old customer,21
gp:AOqpTOGyqECBbSdHnvOQZdmi7vbYqnbJhocMj2D5fsUXi7F4D4pZl97OyrsZ1L-SLII8BlNaIzLhdJn5yKUTpao,Abhi to use karunga,5,0,7.4,2021-02-11 15:33:04,,,com.pms.activity,hdfc_ergo,2021,0,abhi use karunga,3
gp:AOqpTOGnCQTbvsruXyivzr2-WVmkjNWl6NAZaF_kiK60TQ391XS79E2v6Xr-1gJi7QU8t5s881t30bFqaU7A45Q,Please Update in Digi Loker,5,0,7.1,2020-11-20 16:01:33,"Hi Meet, Thank you for the feedback on our app. We work towards the best customer experience and request your continuous support in our future endeavors. Take it easy! :)",2020-11-20 17:00:19,com.pms.activity,hdfc_ergo,2020,0,please update digi loker,4
gp:AOqpTOGFcAfGbSTIMDx6XWuv6Zj7nX8SQq80JrjwdN_d0cGLaBwwFVOiWjM9_p2TIKIctU0-qbHbdju4GyV6oXM,Not sending my card till today,1,0,5.4,2019-12-31 16:36:19,"Hi Manmeet Singh, Please accept our apology. We understand that it is discomforting and please we request you to write your concern to us at ""contactsupport@hdfcergo.com,"" along with your registered mobile no. or email id. so that we can quickly assist you and resolve your concern.
Take it easy! :)",2020-01-02 18:02:06,com.pms.activity,hdfc_ergo,2019,1,not send card till today,5
gp:AOqpTOGZYpeMh05gi8C3MR3aLLRLF_v_FgQAHFTIcsqFvCn2zNAECtaIsXPYOUWq6ZvEKV8jlIW-6XUJSxazFNg,Policy details not loading. I tried too many times to check my policy status. Disappointed,1,0,7.7,2021-03-25 21:14:53,,,com.pms.activity,hdfc_ergo,2021,1,policy detail not load try many time check policy status disappoint,11
gp:AOqpTOGI_DV87m4DbHACZgED8TxKXgGy89f5dJKWJSG-3x0XjYgWiPFnF6KWRAPfOTxwME9xQKo9Pkn1QzLqeQ,It is nice app very needfull I have experienced,5,0,1.1.7,2020-09-04 14:58:09,"Dear Anand, we value your appreciation. We strive to make the app more user friendly.",2020-09-04 18:59:59,icici.lombard.ghi,icici_lombard,2020,0,app needfull experience,3
gp:AOqpTOHipw63Wwmv1dUZ0ssyQRyOh-M_79I7U8hidh2Nd-uf9SHMjq22zAXvXPVtgdnkgiZBZcy84BJR9Vq2Gg,Not allowing to upload the pdf,2,0,15.1,2021-06-26 21:41:56,,,com.ba.cp.controller,bajaj_allianz,2021,1,not allow upload pdf,4
gp:AOqpTOF3e1lwrGGqRztu0ER-KiqQQIbdVc4FlbqXMF-yqnj5OMqTIMTH7bXCe0jhcJc9i9KYHjbOePh2Wa2eMHw,"Update: The issue is still not resolved. Worst after support. Not sure how they will manage this app in future. Not trusting them anymore. Useless app, it doesnt link my health policy, even reported the issue but till no resolution. Apollo health jinn app was so good and user friendly compared to this one. Not happy at all.",1,14,7.2,2021-01-02 16:22:37,"Hi Sarthak S, We apologize for the inconvenience caused. We will look into this. The issue will be resolved soon, and you will be updated as soon as it's done. We are assuring you of our best services at all times. Take it easy! :)",2020-12-24 14:19:10,com.pms.activity,hdfc_ergo,2021,1,update issue still not resolve support not sure manage app future not trust anymore useless app nt link health policy even report issue till no resolution health jinn app user friendly compare one not happy,35
gp:AOqpTOEXKQijYpTgboJzKRloLEJkQE_mhaLonvOFyW36Tqj9r85RCVDeg-wUFKtlTThuG2tZaJpg-LzmOb6FV1c,Only shows loading..even on high speed wi fi and 4G networks... useless app,1,0,7.8,2021-04-13 19:08:46,"Hi Manish Dhiman, We apologize for the inconvenience caused. We will look into this. The issue will be resolved soon, and you will be updated as soon as it's done. We are assuring you of our best services at all times. Take it easy! :)",2021-04-23 16:47:22,com.pms.activity,hdfc_ergo,2021,1,show loadingeven high speed wi fi g network useless app,10
gp:AOqpTOEJunG1xUg24gY8WL043n1KRsQwr6i_JthSrfjBMKI08Brp0Gt8tRsvYoAK9N0VAcSLy8fA8R8ZXDK3cKA,Worst service. They don't respond at all.,1,0,7.2,2021-01-04 15:05:13,"Hi Bodala Vamshi Krishna, We deeply regret this unpleasant experience you have. However, going forward rest assured that this won't repeat.

Hence, We request you to write your concern to us at ""contactsupport@hdfcergo.com"". Our team will be happy to assist you.

Take it easy! :)",2021-01-05 15:57:07,com.pms.activity,hdfc_ergo,2021,1,service not respond,3
gp:AOqpTOE40jmJLPN5qhqAf7WkYEGXq6n-EaH8aZUzKHWHo1__zmJO2aMZfZzhbLiZisBYuwoWn0q-VUwabg7prIs,Taking all details of customer/car..result pincode not servicable,1,0,,2021-06-19 13:11:09,,,com.acko.android,acko,2021,1,take detail customercarresult pincode not servicable,6
gp:AOqpTOHP92Giia7CLV0J_rS2AGyovvwSG5CSAYUlYoNm1oj3MFGE8WmFxoHrBSGijmjFvedmtl9lwsi66Voam7U,Unable to use after update. It says something is broken.,1,0,,2020-09-12 17:36:12,"Hey Chater, we've fixed this issue for you in our new app (version 2.1.4). After reinstalling, it would be great if you could update your review if everything is back to normal. 😊 Regards, Team ACKO",2020-09-30 09:28:42,com.acko.android,acko,2020,1,unable use update say something break,6
gp:AOqpTOHya4z5ZwXx7xeHL9IlOwVQhYOaIR-6xdR64mQ0ZdFRqYtFo65py25JaFJ98fOXc6TNnr_TPkwa8eDdP8I,Ekdum ghatiya app hai,1,0,2.1.4,2020-10-11 12:25:02,"Hi Sandev, We are disappointed to know you feel this way. Please write to us regarding your feedback along with your details at agastya@acko.com and we will assist you. Regards, Team ACKO",2020-10-11 13:00:09,com.acko.android,acko,2020,1,ekdum ghatiya app hai,4
gp:AOqpTOF8DroK85P8IxNWtZUGGVBcdruLBILkCTab0NyGgJofomprCdZSspzkT2AIyuIKAGPtw-HP8t-6cCECvsU,Worst app I can't sing in my registered email.,1,0,6.6,2020-07-11 18:33:42,"Hi Aami, We apologize for the inconvenience caused. We will look into this. The issue will be resolved soon, and you will be updated as soon as it's done. We are assuring you of our best services at all times. Take it easy! :)",2020-07-13 12:22:52,com.pms.activity,hdfc_ergo,2020,1,app not sing registered email,5
